cip_id,cip_label,cip_header,cip_category,cip_subclass,cip_level,qid,qid_label,qid_description,P31_qids,P31_labels,P279_qids,P279_labels,P361_qids,P361_labels,P101_qids,P101_labels,P2579_qids,P2579_labels,P921_qids,P921_labels,P527_qids,P527_labels,P2283_qids,P2283_labels,P366_qids,P366_labels,P1889_qids,P1889_labels,P1343_qids,P1343_labels,P1269_qids,P1269_labels,P1268_qids,P1268_labels,P2578_qids,P2578_labels,P228_qids,P228_labels,P155_qids,P155_labels,P156_qids,P156_labels,P170_qids,P170_labels,P176_qids,P176_labels,P178_qids,P178_labels,P138_qids,P138_labels,P2348_qids,P2348_labels,P580_qids,P580_labels,P582_qids,P582_labels,P585_qids,P585_labels,P793_qids,P793_labels,P276_qids,P276_labels,P17_qids,P17_labels,P131_qids,P131_labels,P625_qids,P625_labels,P2043_qids,P2043_labels,P2048_qids,P2048_labels,P2049_qids,P2049_labels,P2054_qids,P2054_labels,P2068_qids,P2068_labels,P2101_qids,P2101_labels,P2102_qids,P2102_labels,P2325_qids,P2325_labels,P2326_qids,P2326_labels,P2327_qids,P2327_labels,P4511_qids,P4511_labels,P4512_qids,P4512_labels,P4513_qids,P4513_labels,P215_qids,P215_labels,P2114_qids,P2114_labels,P2115_qids,P2115_labels,P2120_qids,P2120_labels,P1538_qids,P1538_labels,P1539_qids,P1539_labels,P1540_qids,P1540_labels,P2669_qids,P2669_labels,P1419_qids,P1419_labels,P1880_qids,P1880_labels,node_type,subject_type,broader_than,broader_than_label,narrower_than,narrower_than_label
05.0111,Scandinavian Studies.,05,01,11,6-digit,Q922219,Scandinavian studies,field of study,Q11862829,academic discipline,Q2620112,Germanic philology,,,,,,,,,,,,,,,,,,,,,,,Q34,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q2620112,Germanic philology,Q1663942,Sámi studies
05.0113,Southeast Asian Studies.,05,01,13,6-digit,Q7569309,Southeast Asian studies,"study of Southeast Asia history, culture, etc.",Q11862829,academic discipline,Q4806809,Asian studies,,,,,,,,,,,,,,,,,,,,,,,Q11708,Southeast Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q4806809,Asian studies,Q174028,Thai studies
05.0116,Balkans Studies.,05,01,16,6-digit,Q464974,Balkan studies,academic field,,,Q928786,area studies,,,,,,,,,,,,,,,Q2880986,,,,,,,,Q23522,Balkans,,,,,,,,,,,,,,,,,,,,,,,,,,,Q41,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q15075764,European ethnology (Volkskunde),Q1280626,albanology
05.0118,Slavic Studies.,05,01,18,6-digit,Q156864,Slavic studies,"studies of Slavic peoples, languages and culture",Q11862829,academic discipline,Q1413113,Eastern European studies,,,,,,,,,,,,,,,,,Q602358,Brockhaus and Efron Encyclopedic Dictionary,,,,,Q23526,Slavic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q11790583,modern philology,Q375470,Russian studies
05.0125,German Studies.,05,01,25,6-digit,Q166153,German studies,"field of humanities that researches, documents, and disseminates German language and literature",Q1047113,field of study,Q2620112,Germanic philology,,,,,,,,,,,,,,,,,,,,,,,Q188,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q2620112,Germanic philology,Q15812036,medieval German studies
05.0128,Korean Studies.,05,01,28,6-digit,Q714838,Korean studies,academic discipline that focuses on the study of Korea,Q11862829,academic discipline,Q162817,East Asian studies,Q476294,oriental studies,,,,,,,,,,,,,,,,,,,,,Q9176,Korean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q476294,oriental studies,Q13609923,North Korean studies
05.0129,Polish Studies.,05,01,29,6-digit,Q1463332,Polish studies,study of Polish language and literature,Q11862829,academic discipline,Q16872093,West Slavic Studies,Q16872093,West Slavic Studies,,,,,,,,,,,,,,,,,,,,,Q1026,Poles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q16872093,West Slavic Studies,Q692327,Polish literature
05.0131,Tibetan Studies.,05,01,31,6-digit,Q96728129,Tibetan Studies,,Q5633421,scientific journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,,,,
05.0134,Latin American and Caribbean Studies.,05,01,34,6-digit,Q96724347,Latin American and Caribbean Studies,,Q5633421,scientific journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,,,,
05.0200,Ethnic Studies.,05,02,00,4-digit,Q41870,ethnic studies,academic field focused on ethnic communities and their culture,Q4671286,academic major,Q1143546,cultural studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q1143546,cultural studies,Q2037434,Romani studies
05.0206,Asian-American Studies.,05,02,06,6-digit,Q4806576,Asian American studies,Academic study of Asian American history and experiences,Q11862829,academic discipline,Q1143546,cultural studies,,,,,,,,,,,,,,,,,,,,,,,Q727928,Asian Americans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q1143546,cultural studies,,
05.0207,Women's Studies.,05,02,07,6-digit,Q35069,women's studies,"interdisciplinary academic field that explores politics, society, media, and history from women's and/or feminist perspectives",Q849359,interdisciplinarity,Q1662673,gender studies,Q1662673,gender studies,,,,,,,,,,,,,Q132158220,feminist research,,,Q4810748,feminist theory,,,Q467,woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q1662673,gender studies,Q110402826,female status
05.0210,Disability Studies.,05,02,10,6-digit,Q627208,disability studies,academic discipline,Q4671286,academic major,Q1143546,cultural studies,,,,,,,,,,,,,,,,,Q21083510,Oxford Encyclopedia of Biblical Interpretation (2013 ed.),,,,,Q12131,disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q1143546,cultural studies,Q110351391,Māori and disability
05.0211,Deaf Studies.,05,02,11,6-digit,Q5245796,deaf studies,academic disciplines concerned with the study of the deaf social life of human groups and individuals,Q11862829,academic discipline,Q1143546,cultural studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q1143546,cultural studies,,
09.0906,Sports Communication.,09,09,06,6-digit,Q7579398,sports communication,academic discipline,Q11862829,academic discipline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,,,,
11.0104,Informatics.,11,01,04,6-digit,Q21198,computer science,study of computation,Q4671286,academic major,Q816264,formal science,,,,,Q11492827,computer science and engineering,,,Q11660,artificial intelligence,,,,,Q131222,information theory,Q1768199,Great Russian Encyclopedia,,,,,Q179310,computing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q816264,formal science,Q11660,artificial intelligence
11.0701,Computer Science.,11,07,01,6-digit,Q21198,computer science,study of computation,Q4671286,academic major,Q816264,formal science,,,,,Q11492827,computer science and engineering,,,Q11660,artificial intelligence,,,,,Q131222,information theory,Q1768199,Great Russian Encyclopedia,,,,,Q179310,computing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q816264,formal science,Q11660,artificial intelligence
13.0607,Learning Sciences.,13,06,07,6-digit,Q98442705,learning sciences,field of research,Q11862829,academic discipline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,,,,
13.1308,Family and Consumer Sciences/Home Economics Teacher Education.,13,13,08,6-digit,Q7884093,family and consumer science,field of study that deals with the economics and management of the home and community,Q4671286,academic major,Q1047113,field of study,Q425694,home economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q1047113,field of study,,
14.0701,Chemical Engineering.,14,07,01,6-digit,Q83588,chemical engineering,"branch of science that applies physical sciences and life sciences together with applied mathematics and economics to produce, transform, transport, and properly use chemicals, materials and energy",Q11862829,academic discipline,Q11023,engineering,,,,,,,,,,,Q1420676,unit operations of Chemical Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q11023,engineering,Q864734,bioprocess engineering
14.0805,Water Resources Engineering.,14,08,05,6-digit,Q106372193,water resources engineering and management,field of study,Q11862829,academic discipline,Q9347372,studies,Q24962856,engineering studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q9347372,studies,,
14.1801,Materials Engineering.,14,18,01,6-digit,Q1710723,materials engineering,field of study,Q12015335,branch of engineering,Q11023,engineering,,,,,,,,,Q11098568,material process engineering,,,,,Q228736,materials science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q228736,materials science,Q3531548,polymer engineering
16.0901,French Language and Literature.,16,09,01,6-digit,Q11333703,French language studies,discipline that studies the French language and literature,Q4671286,academic major,Q11790583,modern philology,,,,,,,,,,,,,,,,,,,,,,,Q61436224,French literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q40634,philology,,
19.0101,"Family and Consumer Sciences/Human Sciences, General.",19,01,01,6-digit,Q7884093,family and consumer science,field of study that deals with the economics and management of the home and community,Q4671286,academic major,Q1047113,field of study,Q425694,home economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q1047113,field of study,,
19.0202,Family and Consumer Sciences/Human Sciences Communication.,19,02,02,6-digit,Q7884093,family and consumer science,field of study that deals with the economics and management of the home and community,Q4671286,academic major,Q1047113,field of study,Q425694,home economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q1047113,field of study,,
19.0904,Textile Science.,19,09,04,6-digit,Q12227706,textile science,study of the structure and performance of textile materials,Q336,science,Q228736,materials science,,,,,,,,,,,,,,,,,,,,,,,Q28823,textile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q228736,materials science,Q5163001,conservation science
23.0101,"English Language and Literature, General.",23,01,01,6-digit,Q27968,English studies,discipline that studies the English language and literature,Q4671286,academic major,Q11790583,modern philology,,,,,,,,,Q160845,sociolinguistics,,,,,,,,,,,,,Q1860,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q40634,philology,Q4676302,Canadian studies
24.0101,Liberal Arts and Sciences/Liberal Studies.,24,01,01,6-digit,Q124366260,liberal arts and sciences,field of study,Q2267705,field of study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,,,,
26.0909,Vision Science/Physiological Optics.,26,09,09,6-digit,Q7936208,vision science,scientific study of vision,Q2465832,branch of science,Q113129180,ophthalmology and optometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q113129180,ophthalmology and optometry,Q115632614,color science
26.1310,Ecology and Evolutionary Biology.,26,13,10,6-digit,Q5333289,ecology and evolutionary biology,"interdisciplinary field of study concerning interactions between organisms and their ever-changing environment, including perspectives from both evolutionary biology and ecology",Q1047113,field of study,Q420,biology,,,,,,,,,Q7150,ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q420,biology,Q840400,evolutionary biology
28.0501,Air Science/Airpower Studies.,28,05,01,6-digit,Q757520,atmospheric sciences,umbrella term for the study of the atmosphere,Q11862829,academic discipline,Q188847,environmental science,,,,,,,,,Q52139,climatology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q8008,Earth science,Q24885798,hygrology
28.0601,"Strategic Studies, General.",28,06,01,6-digit,Q2353818,strategic studies,interdisciplinary academic field centered on the study of conflict and peace strategies,Q11862829,academic discipline,Q192386,military science,Q192386,military science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q101626226,national security and strategic studies,Q102315485,national resource strategy
30.1301,Medieval and Renaissance Studies.,30,13,01,6-digit,Q110319867,Medieval and Renaissance Studies,,Q84771819,interdisciplinary program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,,,Q107063980,Medieval and Renaissance Studies Program (Brandeis University)
30.1701,Behavioral Sciences.,30,17,01,6-digit,Q3919817,behavioral sciences,exploration of the cognitive processes within organisms and the behavioral interactions between organisms in the natural world,Q2465832,branch of science,Q33122512,social sciences and humanities,,,,,,,,,Q7922,pedagogy,,,,,,,,,,,,,Q9332,behavior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q33122512,social sciences and humanities,Q69957167,biobehavioral sciences
30.1801,Natural Sciences.,30,18,01,6-digit,Q7991,natural science,branch of science about the natural world,Q2465832,branch of science,Q336,science,,,,,,,,,Q413,physics,,,,,Q484591,natural history,Q19219752,"Meyers Konversations-Lexikon, 4th edition (1885–1890)",,,,,Q7860,nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q336,science,Q333,astronomy
30.2201,Ancient Studies/Civilization.,30,22,01,6-digit,Q439072,classical studies,"study of the cultures of the ancient Near East, Europe and North Africa",Q336,science,Q928786,area studies,,,,,,,,,,,,,,,,,Q19219752,"Meyers Konversations-Lexikon, 4th edition (1885–1890)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q928786,area studies,Q3110778,thracology
30.2501,Cognitive Science.,30,25,01,6-digit,Q147638,cognitive science,interdisciplinary scientific study of the mind and its processes,Q2267705,field of study,Q8162,linguistics,,,,,,,,,Q9471,epistemology,,,,,,,,,,,,,Q9420,thought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q207011,neuroscience,Q1138951,cognitive neuroscience
30.2601,Cultural Studies/Critical Theory and Analysis.,30,26,01,6-digit,Q1143546,cultural studies,academic field of critical theory and literary criticism,Q1047113,field of study,Q23010558,"area, ethnic, cultural, gender, and group studies",Q113128675,"language, communication, and cultural studies",,,,,,,Q1662673,gender studies,,,,,Q1418771,culturology,,,,,,,Q11042,culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q80083,humanities,Q27752,Native American studies
30.3001,Computational Science.,30,30,01,6-digit,Q117801,computational science,field concerned with constructing mathematical models and quantitative analysis techniques and using computers to analyze and solve scientific problems,Q2465832,branch of science,Q21198,computer science,,,,,,,,,,,,,Q228736,materials science,Q21198,computer science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q33521,applied mathematics,Q110259460,Computational physiology
30.3301,Sustainability Studies.,30,33,01,6-digit,Q7649562,sustainability studies,field of research,Q2465832,branch of science,Q442321,sustainability science,,,,,,,,,,,,,,,,,,,,,,,Q219416,sustainability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q5381367,environmental studies,Q120411401,renewable energy science
31.0508,Sports Studies.,31,05,08,6-digit,Q135529961,sports studies,academic discipline,Q11862829,academic discipline,Q69975710,interdisciplinary studies,,,,,,,,,Q1426617,sports journalism,,,,,Q1298380,sports science,,,,,,,Q349,sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q69975710,interdisciplinary studies,Q136455984,martial arts studies
36.0108,Sports and Exercise.,36,01,08,6-digit,Q1298380,sports science,interdisciplinary study of physical activity,Q1047113,field of study,Q336,science,,,,,,,,,Q193378,biomechanics,,,,,Q135529961,sports studies,,,,,,,Q349,sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q657632,kinesiology,Q594322,sociology of sport
38.0001,"Philosophy and Religious Studies, General.",38,00,01,6-digit,Q110419456,Philosophy and religious studies,fields of research,Q11862829,academic discipline,,,,,,,,,,,Q34187,religious studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,,,,
38.0202,Buddhist Studies.,38,02,02,6-digit,Q1000976,Buddhist studies,academic study of Buddhism,Q11862829,academic discipline,Q34187,religious studies,,,,,,,,,,,,,,,,,,,,,,,Q748,Buddhism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q34187,religious studies,,
38.0205,Islamic Studies.,38,02,05,6-digit,Q843909,Islamic studies,study of Islam,Q1047113,field of study,Q476294,oriental studies,,,,,,,,,Q757248,papyrology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q476294,oriental studies,Q642379,history of Islam
