item,itemLabel,parent,parentLabel
http://www.wikidata.org/entity/Q52946,speech,http://www.wikidata.org/entity/Q11461,sound
http://www.wikidata.org/entity/Q52946,speech,http://www.wikidata.org/entity/Q1066689,human communication
http://www.wikidata.org/entity/Q52946,speech,http://www.wikidata.org/entity/Q4127956,second signal system
http://www.wikidata.org/entity/Q54837,Semantic Web,http://www.wikidata.org/entity/Q466,World Wide Web
http://www.wikidata.org/entity/Q54837,Semantic Web,http://www.wikidata.org/entity/Q1045785,semantic network
http://www.wikidata.org/entity/Q54837,Semantic Web,http://www.wikidata.org/entity/Q7449064,Semantic integration
http://www.wikidata.org/entity/Q58199,instant messaging,http://www.wikidata.org/entity/Q7397,software
http://www.wikidata.org/entity/Q58199,instant messaging,http://www.wikidata.org/entity/Q1472062,remote communication
http://www.wikidata.org/entity/Q58199,instant messaging,http://www.wikidata.org/entity/Q2554719,message traffic
http://www.wikidata.org/entity/Q58908,galactic astronomy,http://www.wikidata.org/entity/Q333,astronomy
http://www.wikidata.org/entity/Q59068,Czech studies,http://www.wikidata.org/entity/Q16872093,West Slavic Studies
http://www.wikidata.org/entity/Q59115,philosophy of science,http://www.wikidata.org/entity/Q5891,philosophy
http://www.wikidata.org/entity/Q1196904,electronic publishing,http://www.wikidata.org/entity/Q3972943,publishing
http://www.wikidata.org/entity/Q1207340,item response theory,,
http://www.wikidata.org/entity/Q1237353,reading machine,,
http://www.wikidata.org/entity/Q1266004,F-logic,,
http://www.wikidata.org/entity/Q1273174,petroleum engineering,,
http://www.wikidata.org/entity/Q1273268,e-Science,,
http://www.wikidata.org/entity/Q1276130,"extract, transform, load",http://www.wikidata.org/entity/Q6661985,data processing
http://www.wikidata.org/entity/Q1298380,sports science,http://www.wikidata.org/entity/Q336,science
http://www.wikidata.org/entity/Q1298380,sports science,http://www.wikidata.org/entity/Q657632,kinesiology
http://www.wikidata.org/entity/Q1307337,social influence,http://www.wikidata.org/entity/Q18603648,contributing factor
http://www.wikidata.org/entity/Q1322871,exploratory data analysis,http://www.wikidata.org/entity/Q4751159,analytical chemical technique
http://www.wikidata.org/entity/Q1333743,literary composing,http://www.wikidata.org/entity/Q6486703,language arts
http://www.wikidata.org/entity/Q1333743,literary composing,http://www.wikidata.org/entity/Q116751803,composing
http://www.wikidata.org/entity/Q1335366,neuroendocrinology,,
http://www.wikidata.org/entity/Q1336265,neuroethology,,
http://www.wikidata.org/entity/Q1341277,energy research,http://www.wikidata.org/entity/Q42240,research
http://www.wikidata.org/entity/Q1344778,distance measures,http://www.wikidata.org/entity/Q12453,measurement
http://www.wikidata.org/entity/Q1344778,distance measures,http://www.wikidata.org/entity/Q865746,metric function
http://www.wikidata.org/entity/Q1344860,historically informed performance,http://www.wikidata.org/entity/Q657069,historical reenactment
http://www.wikidata.org/entity/Q1344860,historically informed performance,http://www.wikidata.org/entity/Q6942562,musical performance
http://www.wikidata.org/entity/Q1345628,development anthropology,http://www.wikidata.org/entity/Q23404,anthropology
http://www.wikidata.org/entity/Q1345628,development anthropology,http://www.wikidata.org/entity/Q651571,development studies
http://www.wikidata.org/entity/Q1350718,captive breeding,http://www.wikidata.org/entity/Q80962,animal husbandry
http://www.wikidata.org/entity/Q1350718,captive breeding,http://www.wikidata.org/entity/Q227675,animal breeding
http://www.wikidata.org/entity/Q1350718,captive breeding,http://www.wikidata.org/entity/Q628403,conservation
http://www.wikidata.org/entity/Q1350718,captive breeding,http://www.wikidata.org/entity/Q4115658,artificial reproduction
http://www.wikidata.org/entity/Q1367176,Iranian studies,http://www.wikidata.org/entity/Q12211529,Middle Eastern studies
http://www.wikidata.org/entity/Q1371704,etruscology,http://www.wikidata.org/entity/Q8162,linguistics
http://www.wikidata.org/entity/Q1371704,etruscology,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q1382557,evolutionary ecology,http://www.wikidata.org/entity/Q7150,ecology
http://www.wikidata.org/entity/Q1382557,evolutionary ecology,http://www.wikidata.org/entity/Q840400,evolutionary biology
http://www.wikidata.org/entity/Q1389268,failure mode and effects analysis,http://www.wikidata.org/entity/Q1022240,failure analysis
http://www.wikidata.org/entity/Q1389268,failure mode and effects analysis,http://www.wikidata.org/entity/Q1058438,risk assessment
http://www.wikidata.org/entity/Q1405450,synthetic genomics,,
http://www.wikidata.org/entity/Q1408390,schema matching,,
http://www.wikidata.org/entity/Q1409472,fire ecology,http://www.wikidata.org/entity/Q7150,ecology
http://www.wikidata.org/entity/Q1409472,fire ecology,http://www.wikidata.org/entity/Q113114755,ecological applications
http://www.wikidata.org/entity/Q1412144,ecotoxicology,http://www.wikidata.org/entity/Q7150,ecology
http://www.wikidata.org/entity/Q1412144,ecotoxicology,http://www.wikidata.org/entity/Q3995923,environmental toxicology
http://www.wikidata.org/entity/Q1425625,reproducibility,http://www.wikidata.org/entity/Q133798571,epistemological values
http://www.wikidata.org/entity/Q1453477,Freebase,,
http://www.wikidata.org/entity/Q1469725,animal taxonomy,http://www.wikidata.org/entity/Q11398,biological classification
http://www.wikidata.org/entity/Q1469725,animal taxonomy,http://www.wikidata.org/entity/Q8269924,taxonomy
http://www.wikidata.org/entity/Q1513879,natural language generation,http://www.wikidata.org/entity/Q8366,algorithm
http://www.wikidata.org/entity/Q1513879,natural language generation,http://www.wikidata.org/entity/Q30642,natural language processing
http://www.wikidata.org/entity/Q1519370,faceted search,http://www.wikidata.org/entity/Q816826,information retrieval
http://www.wikidata.org/entity/Q1519812,health policy,http://www.wikidata.org/entity/Q546113,public policy
http://www.wikidata.org/entity/Q1519812,health policy,http://www.wikidata.org/entity/Q843601,health sciences
http://www.wikidata.org/entity/Q1521170,Q1521170,,
http://www.wikidata.org/entity/Q1540472,knowledge engineering,http://www.wikidata.org/entity/Q682496,systems engineering
http://www.wikidata.org/entity/Q1582085,knowledge extraction,http://www.wikidata.org/entity/Q172491,data mining
http://www.wikidata.org/entity/Q1595434,special education,http://www.wikidata.org/entity/Q7922,pedagogy
http://www.wikidata.org/entity/Q1603203,commonsense knowledge base,http://www.wikidata.org/entity/Q9081,knowledge
http://www.wikidata.org/entity/Q1638872,document retrieval,,
http://www.wikidata.org/entity/Q1648514,geology of the Moon,http://www.wikidata.org/entity/Q751439,planetary geology
http://www.wikidata.org/entity/Q1648514,geology of the Moon,http://www.wikidata.org/entity/Q126181255,selenology
http://www.wikidata.org/entity/Q1660119,real estate economics,http://www.wikidata.org/entity/Q8134,economics
http://www.wikidata.org/entity/Q1661989,Industry 4.0,,
http://www.wikidata.org/entity/Q1662562,information extraction,http://www.wikidata.org/entity/Q30642,natural language processing
http://www.wikidata.org/entity/Q1662562,information extraction,http://www.wikidata.org/entity/Q816826,information retrieval
http://www.wikidata.org/entity/Q1662562,information extraction,http://www.wikidata.org/entity/Q59162903,information analysis
http://www.wikidata.org/entity/Q1662581,information model,http://www.wikidata.org/entity/Q1172480,data model
http://www.wikidata.org/entity/Q1664460,insular biogeography,http://www.wikidata.org/entity/Q52106,biogeography
http://www.wikidata.org/entity/Q1694247,applied geodesy,http://www.wikidata.org/entity/Q131089,geodesy
http://www.wikidata.org/entity/Q1725664,terminology,http://www.wikidata.org/entity/Q6423319,knowledge organization system
http://www.wikidata.org/entity/Q1749130,Q1749130,,
http://www.wikidata.org/entity/Q1751819,RDF Schema,,
http://www.wikidata.org/entity/Q1757598,visual art education,http://www.wikidata.org/entity/Q8434,education
http://www.wikidata.org/entity/Q1757598,visual art education,http://www.wikidata.org/entity/Q352842,teaching
http://www.wikidata.org/entity/Q1779521,medical anthropology,http://www.wikidata.org/entity/Q23404,anthropology
http://www.wikidata.org/entity/Q1791621,cultural work,,
http://www.wikidata.org/entity/Q1799072,method,http://www.wikidata.org/entity/Q12774177,means
http://www.wikidata.org/entity/Q1799172,sports anthropology,http://www.wikidata.org/entity/Q28598,cultural anthropology
http://www.wikidata.org/entity/Q1800439,church history,http://www.wikidata.org/entity/Q216545,Christian theology
http://www.wikidata.org/entity/Q1800439,church history,http://www.wikidata.org/entity/Q846742,history of religions
http://www.wikidata.org/entity/Q1815660,Q1815660,,
http://www.wikidata.org/entity/Q1891170,semantic search,http://www.wikidata.org/entity/Q19541,search engine
http://www.wikidata.org/entity/Q1898366,bioclimatology,http://www.wikidata.org/entity/Q7150,ecology
http://www.wikidata.org/entity/Q1898366,bioclimatology,http://www.wikidata.org/entity/Q52139,climatology
http://www.wikidata.org/entity/Q1908242,materials physics,http://www.wikidata.org/entity/Q413,physics
http://www.wikidata.org/entity/Q1908242,materials physics,http://www.wikidata.org/entity/Q228736,materials science
http://www.wikidata.org/entity/Q1908344,Q1908344,http://www.wikidata.org/entity/Q8434,education
http://www.wikidata.org/entity/Q1916458,media economy,,
http://www.wikidata.org/entity/Q1919954,membrane biophysics,http://www.wikidata.org/entity/Q7100,biophysics
http://www.wikidata.org/entity/Q1923367,Q1923367,,
http://www.wikidata.org/entity/Q1933849,microdata,http://www.wikidata.org/entity/Q42848,data
http://www.wikidata.org/entity/Q1938208,legal institution,http://www.wikidata.org/entity/Q1512368,indefinite legal concept
http://www.wikidata.org/entity/Q1941909,model-driven engineering,http://www.wikidata.org/entity/Q80993,software engineering
http://www.wikidata.org/entity/Q1941909,model-driven engineering,http://www.wikidata.org/entity/Q682496,systems engineering
http://www.wikidata.org/entity/Q1941921,modeling language,http://www.wikidata.org/entity/Q192161,formal language
http://www.wikidata.org/entity/Q1941921,modeling language,http://www.wikidata.org/entity/Q629206,computer language
http://www.wikidata.org/entity/Q1955092,anthropology of music,http://www.wikidata.org/entity/Q28598,cultural anthropology
http://www.wikidata.org/entity/Q1976068,helminthology,http://www.wikidata.org/entity/Q180502,parasitology
http://www.wikidata.org/entity/Q1976068,helminthology,http://www.wikidata.org/entity/Q124650805,vermeology
http://www.wikidata.org/entity/Q1981057,web user interface,http://www.wikidata.org/entity/Q23808,computer interface
http://www.wikidata.org/entity/Q1981057,web user interface,http://www.wikidata.org/entity/Q47146,user interface
http://www.wikidata.org/entity/Q1981057,web user interface,http://www.wikidata.org/entity/Q189210,web application
http://www.wikidata.org/entity/Q1982222,Q1982222,,
http://www.wikidata.org/entity/Q1988917,data analysis,http://www.wikidata.org/entity/Q217602,analysis
http://www.wikidata.org/entity/Q1998894,Q1998894,,
http://www.wikidata.org/entity/Q2528440,visual analytics,http://www.wikidata.org/entity/Q485396,analytics
http://www.wikidata.org/entity/Q2555318,automated reasoning,,
http://www.wikidata.org/entity/Q2577882,government procurement in the European Union,http://www.wikidata.org/entity/Q20665717,government procurement
http://www.wikidata.org/entity/Q2623243,conceptual model,http://www.wikidata.org/entity/Q6423319,knowledge organization system
http://www.wikidata.org/entity/Q2640207,bilingual dictionary,http://www.wikidata.org/entity/Q3257212,bilingual book
http://www.wikidata.org/entity/Q2640207,bilingual dictionary,http://www.wikidata.org/entity/Q121010292,translation dictionary
http://www.wikidata.org/entity/Q2668072,collection,http://www.wikidata.org/entity/Q386724,work
http://www.wikidata.org/entity/Q2668072,collection,http://www.wikidata.org/entity/Q16887380,group
http://www.wikidata.org/entity/Q2672926,Q2672926,,
http://www.wikidata.org/entity/Q2684571,insect anatomy,http://www.wikidata.org/entity/Q39286,entomology
http://www.wikidata.org/entity/Q2684571,insect anatomy,http://www.wikidata.org/entity/Q2845653,arthropod anatomy
http://www.wikidata.org/entity/Q2684571,insect anatomy,http://www.wikidata.org/entity/Q8198634,animal anatomy
http://www.wikidata.org/entity/Q2713187,Q2713187,,
http://www.wikidata.org/entity/Q2724244,social web,,
http://www.wikidata.org/entity/Q2725393,global health,http://www.wikidata.org/entity/Q189603,public health
http://www.wikidata.org/entity/Q2746658,visual anthropology,http://www.wikidata.org/entity/Q29051,social anthropology
http://www.wikidata.org/entity/Q2814098,Web of Things,,
http://www.wikidata.org/entity/Q2845208,learning analytics,http://www.wikidata.org/entity/Q13442563,methodology of pedagogy
http://www.wikidata.org/entity/Q2845653,arthropod anatomy,http://www.wikidata.org/entity/Q25570959,animal structure
http://www.wikidata.org/entity/Q2852531,answer set programming,http://www.wikidata.org/entity/Q275603,logic programming
http://www.wikidata.org/entity/Q2853045,cognitive anthropology,http://www.wikidata.org/entity/Q23404,anthropology
http://www.wikidata.org/entity/Q2853045,cognitive anthropology,http://www.wikidata.org/entity/Q147638,cognitive science
http://www.wikidata.org/entity/Q2860612,Islamic archaeology,http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q2860612,Islamic archaeology,http://www.wikidata.org/entity/Q843909,Islamic studies
http://www.wikidata.org/entity/Q2984315,ecological anthropology,http://www.wikidata.org/entity/Q23404,anthropology
http://www.wikidata.org/entity/Q2990593,animal behavior,http://www.wikidata.org/entity/Q9332,behavior
http://www.wikidata.org/entity/Q2990593,animal behavior,http://www.wikidata.org/entity/Q22299433,multicellular organismal process
http://www.wikidata.org/entity/Q3016901,data quality management,http://www.wikidata.org/entity/Q872685,data governance
http://www.wikidata.org/entity/Q3080428,software portability,,
http://www.wikidata.org/entity/Q3123544,geophysiology,http://www.wikidata.org/entity/Q8008,Earth science
http://www.wikidata.org/entity/Q3136952,history of anthropology,http://www.wikidata.org/entity/Q5076869,history of the social sciences
http://www.wikidata.org/entity/Q3155376,Islamology,,
http://www.wikidata.org/entity/Q3182448,predictive maintenance,http://www.wikidata.org/entity/Q1043452,maintenance
http://www.wikidata.org/entity/Q3198051,Knowledge Acquisition and Documentation Structuring,,
http://www.wikidata.org/entity/Q3306816,freshwater biology,http://www.wikidata.org/entity/Q165838,limnology
http://www.wikidata.org/entity/Q3306816,freshwater biology,http://www.wikidata.org/entity/Q1130698,hydrobiology
http://www.wikidata.org/entity/Q3306816,freshwater biology,http://www.wikidata.org/entity/Q5728861,aquatic biology
http://www.wikidata.org/entity/Q3333928,forest meteorology,,
http://www.wikidata.org/entity/Q3333930,tropical meteorology,http://www.wikidata.org/entity/Q25261,meteorology
http://www.wikidata.org/entity/Q3338668,neurogastroenterology,http://www.wikidata.org/entity/Q83042,neurology
http://www.wikidata.org/entity/Q3338668,neurogastroenterology,http://www.wikidata.org/entity/Q120569,gastroenterology
http://www.wikidata.org/entity/Q3349060,oceanology,http://www.wikidata.org/entity/Q8008,Earth science
http://www.wikidata.org/entity/Q3417382,refinement,,
http://www.wikidata.org/entity/Q3475787,science and technology of physical and sporting activities,,
http://www.wikidata.org/entity/Q3478367,Semantic Web Rule Language,,
http://www.wikidata.org/entity/Q3516405,taxonomy of lemurs,http://www.wikidata.org/entity/Q26975748,taxonomy of animals
http://www.wikidata.org/entity/Q3523861,molecular engineering,http://www.wikidata.org/entity/Q580689,bioengineering
http://www.wikidata.org/entity/Q3532085,topic model,http://www.wikidata.org/entity/Q3284399,statistical model
http://www.wikidata.org/entity/Q3537694,geographic information science,http://www.wikidata.org/entity/Q16387,information science
http://www.wikidata.org/entity/Q3537694,geographic information science,http://www.wikidata.org/entity/Q124468378,geoinformation science
http://www.wikidata.org/entity/Q3614972,hazard analysis,http://www.wikidata.org/entity/Q1058438,risk assessment
http://www.wikidata.org/entity/Q3615129,mammal anatomy,http://www.wikidata.org/entity/Q8198634,animal anatomy
http://www.wikidata.org/entity/Q3615129,mammal anatomy,http://www.wikidata.org/entity/Q10818163,vertebrate anatomy
http://www.wikidata.org/entity/Q3620447,theatre anthropology,http://www.wikidata.org/entity/Q28598,cultural anthropology
http://www.wikidata.org/entity/Q3620938,ontology learning,,
http://www.wikidata.org/entity/Q3624786,criminal anthropology,http://www.wikidata.org/entity/Q6656244,anthropometry
http://www.wikidata.org/entity/Q3630257,dynamic geology,http://www.wikidata.org/entity/Q46255,geophysics
http://www.wikidata.org/entity/Q3630257,dynamic geology,http://www.wikidata.org/entity/Q128894857,physical geology
http://www.wikidata.org/entity/Q3634677,vertebrate paleontology,http://www.wikidata.org/entity/Q7205,paleontology
http://www.wikidata.org/entity/Q3634677,vertebrate paleontology,http://www.wikidata.org/entity/Q210369,paleozoology
http://www.wikidata.org/entity/Q3634677,vertebrate paleontology,http://www.wikidata.org/entity/Q18358830,vertebrate zoology
http://www.wikidata.org/entity/Q3640158,reproductive biology,http://www.wikidata.org/entity/Q420,biology
http://www.wikidata.org/entity/Q3745495,Italian philology,http://www.wikidata.org/entity/Q40634,philology
http://www.wikidata.org/entity/Q3809431,exoplanetology,http://www.wikidata.org/entity/Q104499,planetary science
http://www.wikidata.org/entity/Q3809431,exoplanetology,http://www.wikidata.org/entity/Q125975922,ology
http://www.wikidata.org/entity/Q3839507,functional programming language,http://www.wikidata.org/entity/Q9143,programming language
http://www.wikidata.org/entity/Q3848331,molecular anthropology,http://www.wikidata.org/entity/Q23404,anthropology
http://www.wikidata.org/entity/Q4057127,agricultural technology,http://www.wikidata.org/entity/Q11016,technology
http://www.wikidata.org/entity/Q4057127,agricultural technology,http://www.wikidata.org/entity/Q3606845,agricultural science
http://www.wikidata.org/entity/Q4090659,Bulgarian studies,http://www.wikidata.org/entity/Q156864,Slavic studies
http://www.wikidata.org/entity/Q4090659,Bulgarian studies,http://www.wikidata.org/entity/Q464974,Balkan studies
http://www.wikidata.org/entity/Q4117139,biological database,http://www.wikidata.org/entity/Q1391125,specialized database
http://www.wikidata.org/entity/Q4330127,learning to rank,,
http://www.wikidata.org/entity/Q4337149,orthopterology,http://www.wikidata.org/entity/Q39286,entomology
http://www.wikidata.org/entity/Q4342548,paleomycology,http://www.wikidata.org/entity/Q7175,mycology
http://www.wikidata.org/entity/Q4342548,paleomycology,http://www.wikidata.org/entity/Q7205,paleontology
http://www.wikidata.org/entity/Q4368942,data retrieval,http://www.wikidata.org/entity/Q816826,information retrieval
http://www.wikidata.org/entity/Q4387041,watershed management,http://www.wikidata.org/entity/Q5333882,ecosystem management
http://www.wikidata.org/entity/Q4390239,counseling,http://www.wikidata.org/entity/Q11024,communication
http://www.wikidata.org/entity/Q4390239,counseling,http://www.wikidata.org/entity/Q183257,psychotherapy
http://www.wikidata.org/entity/Q4390239,counseling,http://www.wikidata.org/entity/Q5710255,helping behavior
http://www.wikidata.org/entity/Q4390239,counseling,http://www.wikidata.org/entity/Q11588306,social services
http://www.wikidata.org/entity/Q4423818,Slovak studies,http://www.wikidata.org/entity/Q16872093,West Slavic Studies
http://www.wikidata.org/entity/Q4455895,terminology science,http://www.wikidata.org/entity/Q8162,linguistics
http://www.wikidata.org/entity/Q4455895,terminology science,http://www.wikidata.org/entity/Q1235196,documentation science
http://www.wikidata.org/entity/Q4530312,marine ecology,http://www.wikidata.org/entity/Q7150,ecology
http://www.wikidata.org/entity/Q4530312,marine ecology,http://www.wikidata.org/entity/Q7173,marine biology
http://www.wikidata.org/entity/Q4676968,actinology,http://www.wikidata.org/entity/Q2329,chemistry
http://www.wikidata.org/entity/Q4680662,adaptation,,
http://www.wikidata.org/entity/Q4692240,aggregate,,
http://www.wikidata.org/entity/Q4781603,applied ontology,,
http://www.wikidata.org/entity/Q4806809,Asian studies,http://www.wikidata.org/entity/Q476294,oriental studies
http://www.wikidata.org/entity/Q4806809,Asian studies,http://www.wikidata.org/entity/Q928786,area studies
http://www.wikidata.org/entity/Q4811535,Astrobiophysics,http://www.wikidata.org/entity/Q7100,biophysics
http://www.wikidata.org/entity/Q4811535,Astrobiophysics,http://www.wikidata.org/entity/Q37547,astrophysics
http://www.wikidata.org/entity/Q4816595,Atlantic World,,
http://www.wikidata.org/entity/Q4869597,batrachology,http://www.wikidata.org/entity/Q174416,herpetology
