id,label,federation,domain,uri,spatial_anchor,temporal_start,temporal_end,survey_depth,is_seed,authority_id,source,spatial_coverage_description
p02chr4847s,Haut-Empire romain,periodo,roman_republic,https://n2t.net/ark:/99152/p02chr4847s,http://www.wikidata.org/entity/Q142,-50,299,0,False,p02chr4,p02chr4,France
p02chr4hd5t,Empire romain,periodo,roman_republic,https://n2t.net/ark:/99152/p02chr4hd5t,http://www.wikidata.org/entity/Q142,-27,499,0,False,p02chr4,p02chr4,France
p02chr4hxgd,Empire romain d'Occident,periodo,roman_republic,https://n2t.net/ark:/99152/p02chr4hxgd,http://www.wikidata.org/entity/Q142,-27,476,0,False,p02chr4,p02chr4,France
p09hq4n76xc,Hallstatt D,periodo,roman_republic,https://n2t.net/ark:/99152/p09hq4n76xc,http://www.wikidata.org/entity/Q142,-619,-480,0,False,p09hq4n,p09hq4n,Parts of central continental western Europe
p09hq4nfggw,Hallstatt D2,periodo,roman_republic,https://n2t.net/ark:/99152/p09hq4nfggw,http://www.wikidata.org/entity/Q142,-529,-500,0,False,p09hq4n,p09hq4n,Parts of central continental western Europe
p09hq4nbzwf,Hallstatt D3,periodo,roman_republic,https://n2t.net/ark:/99152/p09hq4nbzwf,http://www.wikidata.org/entity/Q142,-499,-480,0,False,p09hq4n,p09hq4n,Parts of central continental western Europe
p086kj9pmnn,Middle Woodland,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9pmnn,http://www.wikidata.org/entity/Q1428,-500,500,0,False,p086kj9,p086kj9,Georgia
p086kj9568j,General Woodland,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9568j,http://www.wikidata.org/entity/Q1428,-1050,1150,0,False,p086kj9,p086kj9,Georgia
p086kj9bssv,Early Woodland,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9bssv,http://www.wikidata.org/entity/Q1428,-1050,-500,0,False,p086kj9,p086kj9,Georgia
p0bw9m86qh2,San Marcos Phase,periodo,roman_republic,https://n2t.net/ark:/99152/p0bw9m86qh2,http://www.wikidata.org/entity/Q1439,-649,-299,0,False,p0bw9m8,p0bw9m8,Central Texas
p0bw9m853bn,Uvalde Phase,periodo,roman_republic,https://n2t.net/ark:/99152/p0bw9m853bn,http://www.wikidata.org/entity/Q1439,-299,200,0,False,p0bw9m8,p0bw9m8,Central Texas
p0qkjhb7dxw,Middle Archaic,periodo,roman_republic,https://n2t.net/ark:/99152/p0qkjhb7dxw,http://www.wikidata.org/entity/Q1439,-2650,-300,0,False,p0qkjhb,p0qkjhb,Central Texas
p0qkjhbj9mg,Late Archaic,periodo,roman_republic,https://n2t.net/ark:/99152/p0qkjhbj9mg,http://www.wikidata.org/entity/Q1439,-300,700,0,False,p0qkjhb,p0qkjhb,Central Texas
p0qkjhbjmhw,San Marcos,periodo,roman_republic,https://n2t.net/ark:/99152/p0qkjhbjmhw,http://www.wikidata.org/entity/Q1439,-650,-300,0,False,p0qkjhb,p0qkjhb,Central Texas
p0qkjhbpg5s,Uvalde,periodo,roman_republic,https://n2t.net/ark:/99152/p0qkjhbpg5s,http://www.wikidata.org/entity/Q1439,-300,150,0,False,p0qkjhb,p0qkjhb,Central Texas
p0m448v5btd,Cibola Period,periodo,roman_republic,https://n2t.net/ark:/99152/p0m448v5btd,http://www.wikidata.org/entity/Q1439,-1200,-350,0,False,p0m448v,p0m448v,Lower Pecos River Region
p0m448v9dm2,Blue Hills Period,periodo,roman_republic,https://n2t.net/ark:/99152/p0m448v9dm2,http://www.wikidata.org/entity/Q1439,-350,650,0,False,p0m448v,p0m448v,Lower Pecos River Region
p0t35858nxt,Late Archaic II,periodo,roman_republic,https://n2t.net/ark:/99152/p0t35858nxt,http://www.wikidata.org/entity/Q1439,-599,600,0,False,p0t3585,p0t3585,Central Texas
p0gjgrsnfdp,Middle Iron Age,periodo,roman_republic,https://n2t.net/ark:/99152/p0gjgrsnfdp,http://www.wikidata.org/entity/Q145,-399,-100,0,False,p0gjgrs,p0gjgrs,United Kingdom
p0gjgrsdb9z,Late Iron Age,periodo,roman_republic,https://n2t.net/ark:/99152/p0gjgrsdb9z,http://www.wikidata.org/entity/Q145,-99,42,0,False,p0gjgrs,p0gjgrs,United Kingdom
p0gjgrs9v5b,Early Iron Age,periodo,roman_republic,https://n2t.net/ark:/99152/p0gjgrs9v5b,http://www.wikidata.org/entity/Q145,-799,-400,0,False,p0gjgrs,p0gjgrs,United Kingdom
p0gjgrst8ft,Iron Age,periodo,roman_republic,https://n2t.net/ark:/99152/p0gjgrst8ft,http://www.wikidata.org/entity/Q145,-799,42,0,False,p0gjgrs,p0gjgrs,United Kingdom
p0gjgrsmhnc,Greek and Roman Provincial,periodo,roman_republic,https://n2t.net/ark:/99152/p0gjgrsmhnc,http://www.wikidata.org/entity/Q145,-699,297,0,False,p0gjgrs,p0gjgrs,United Kingdom
p0zj6g8vsz7,Iron Age,periodo,roman_republic,https://n2t.net/ark:/99152/p0zj6g8vsz7,http://www.wikidata.org/entity/Q145,-800,43,0,False,p0zj6g8,p0zj6g8,United Kingdom
p0d39r7d5km,Iron Age,periodo,roman_republic,https://n2t.net/ark:/99152/p0d39r7d5km,http://www.wikidata.org/entity/Q145,-799,43,0,False,p0d39r7,p0d39r7,Roman Britain
p086kj9bvn5,Early Woodland,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9bvn5,http://www.wikidata.org/entity/Q1456,-1050,-500,0,False,p086kj9,p086kj9,South Carolina
p086kj97kxn,Middle Woodland,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj97kxn,http://www.wikidata.org/entity/Q1456,-500,500,0,False,p086kj9,p086kj9,South Carolina
p086kj9g4dm,Any Woodland Period,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9g4dm,http://www.wikidata.org/entity/Q1456,-1050,1150,0,False,p086kj9,p086kj9,South Carolina
p0vpm8v5gds,Iron Age II,periodo,roman_republic,https://n2t.net/ark:/99152/p0vpm8v5gds,http://www.wikidata.org/entity/Q1460,-733,-449,0,False,p0vpm8v,p0vpm8v,
p0s7jn85n7t,Late Classical,periodo,roman_republic,https://n2t.net/ark:/99152/p0s7jn85n7t,http://www.wikidata.org/entity/Q1460,-399,-322,0,False,p0s7jn8,p0s7jn8,
p0s7jn8xtgc,Hellenistic,periodo,roman_republic,https://n2t.net/ark:/99152/p0s7jn8xtgc,http://www.wikidata.org/entity/Q1460,-322,-240,0,False,p0s7jn8,p0s7jn8,
p0dntkb67vz,Fase III,periodo,roman_republic,https://n2t.net/ark:/99152/p0dntkb67vz,http://www.wikidata.org/entity/Q1460,-499,-399,0,False,p0dntkb,p0dntkb,
p0wf3wd8m8j,Phoenician,periodo,roman_republic,https://n2t.net/ark:/99152/p0wf3wd8m8j,http://www.wikidata.org/entity/Q1462,-849,-509,0,False,p0wf3wd,p0wf3wd,
p0wf3wdv7pp,Republican,periodo,roman_republic,https://n2t.net/ark:/99152/p0wf3wdv7pp,http://www.wikidata.org/entity/Q1462,-237,0,0,False,p0wf3wd,p0wf3wd,
p0wf3wdnm6q,Late Iron Age,periodo,roman_republic,https://n2t.net/ark:/99152/p0wf3wdnm6q,http://www.wikidata.org/entity/Q1462,-509,-237,0,False,p0wf3wd,p0wf3wd,
p0wf3wdq7bb,Archaic,periodo,roman_republic,https://n2t.net/ark:/99152/p0wf3wdq7bb,http://www.wikidata.org/entity/Q1462,-579,-509,0,False,p0wf3wd,p0wf3wd,
p08m57h5n5v,Nuraghic,periodo,roman_republic,https://n2t.net/ark:/99152/p08m57h5n5v,http://www.wikidata.org/entity/Q1462,-1599,-499,0,False,p08m57h,p08m57h,Sardinia
p06c6g3ptbb,"Qin dynasty, 221-207 B.C.",periodo,roman_republic,https://n2t.net/ark:/99152/p06c6g3ptbb,http://www.wikidata.org/entity/Q148,-220,-206,0,False,p06c6g3,p06c6g3,China
p06c6g3n6kh,"Qin-Han dynasties, 221 B.C.-220 A.D",periodo,roman_republic,https://n2t.net/ark:/99152/p06c6g3n6kh,http://www.wikidata.org/entity/Q148,-220,220,0,False,p06c6g3,p06c6g3,China
p06c6g3zf5r,"Warring States, 403-221 B.C.",periodo,roman_republic,https://n2t.net/ark:/99152/p06c6g3zf5r,http://www.wikidata.org/entity/Q148,-402,-220,0,False,p06c6g3,p06c6g3,China
p06c6g3h72f,"Han dynasty, 202 B.C.- 220 A.D.",periodo,roman_republic,https://n2t.net/ark:/99152/p06c6g3h72f,http://www.wikidata.org/entity/Q148,-201,220,0,False,p06c6g3,p06c6g3,China
p06c6g35w6b,"Spring and Autumn period, 722-481 B.C.",periodo,roman_republic,https://n2t.net/ark:/99152/p06c6g35w6b,http://www.wikidata.org/entity/Q148,-721,-480,0,False,p06c6g3,p06c6g3,China
p06c6g3v6tw,"Zhou dynasty, 1122-221 B.C.",periodo,roman_republic,https://n2t.net/ark:/99152/p06c6g3v6tw,http://www.wikidata.org/entity/Q148,-1121,-220,0,False,p06c6g3,p06c6g3,China
p0fp7wvsqwt,Zhou Period,periodo,roman_republic,https://n2t.net/ark:/99152/p0fp7wvsqwt,http://www.wikidata.org/entity/Q148,-1046,-256,0,False,p0fp7wv,p0fp7wv,China
p0fp7wvxmqg,Warring States Period,periodo,roman_republic,https://n2t.net/ark:/99152/p0fp7wvxmqg,http://www.wikidata.org/entity/Q148,-475,-221,0,False,p0fp7wv,p0fp7wv,China
p0fp7wvxnn5,Spring and Autumn Period,periodo,roman_republic,https://n2t.net/ark:/99152/p0fp7wvxnn5,http://www.wikidata.org/entity/Q148,-770,-476,0,False,p0fp7wv,p0fp7wv,China
p0fp7wv2mgt,Qin Dynasty,periodo,roman_republic,https://n2t.net/ark:/99152/p0fp7wv2mgt,http://www.wikidata.org/entity/Q148,-221,-206,0,False,p0fp7wv,p0fp7wv,China
p0fp7wvbngv,Eastern Zhou Period,periodo,roman_republic,https://n2t.net/ark:/99152/p0fp7wvbngv,http://www.wikidata.org/entity/Q148,-770,-256,0,False,p0fp7wv,p0fp7wv,China
p0fp7wv9s3f,Han Dynasties,periodo,roman_republic,https://n2t.net/ark:/99152/p0fp7wv9s3f,http://www.wikidata.org/entity/Q148,-206,220,0,False,p0fp7wv,p0fp7wv,China
p0fp7wvzjdh,Western Han Dynasty,periodo,roman_republic,https://n2t.net/ark:/99152/p0fp7wvzjdh,http://www.wikidata.org/entity/Q148,-206,23,0,False,p0fp7wv,p0fp7wv,China
p08m57hq6vz,Western Han dynasty,periodo,roman_republic,https://n2t.net/ark:/99152/p08m57hq6vz,http://www.wikidata.org/entity/Q148,-205,9,0,False,p08m57h,p08m57h,
p08m57hsg49,Qin dynasty,periodo,roman_republic,https://n2t.net/ark:/99152/p08m57hsg49,http://www.wikidata.org/entity/Q148,-220,-206,0,False,p08m57h,p08m57h,
p08m57hrc6v,Eastern Zhou dynasty,periodo,roman_republic,https://n2t.net/ark:/99152/p08m57hrc6v,http://www.wikidata.org/entity/Q148,-769,-220,0,False,p08m57h,p08m57h,
p08m57hr9ct,Chengdi,periodo,roman_republic,https://n2t.net/ark:/99152/p08m57hr9ct,http://www.wikidata.org/entity/Q148,-31,-6,0,False,p08m57h,p08m57h,
p08m57hjtdp,Han dynasty,periodo,roman_republic,https://n2t.net/ark:/99152/p08m57hjtdp,http://www.wikidata.org/entity/Q148,-205,220,0,False,p08m57h,p08m57h,
p08m57h886z,Warring States period,periodo,roman_republic,https://n2t.net/ark:/99152/p08m57h886z,http://www.wikidata.org/entity/Q148,-480,-220,0,False,p08m57h,p08m57h,
p08m57hn86f,Zhaodi,periodo,roman_republic,https://n2t.net/ark:/99152/p08m57hn86f,http://www.wikidata.org/entity/Q148,-85,-72,0,False,p08m57h,p08m57h,
p08m57hg9kt,Zhou dynasty,periodo,roman_republic,https://n2t.net/ark:/99152/p08m57hg9kt,http://www.wikidata.org/entity/Q148,-1049,-220,0,False,p08m57h,p08m57h,
p086kj92ks2,Adena,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj92ks2,http://www.wikidata.org/entity/Q1546,-650,50,0,False,p086kj9,p086kj9,Iowa
p086kj9gxdf,Havana,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9gxdf,http://www.wikidata.org/entity/Q1546,-200,400,0,False,p086kj9,p086kj9,Iowa
p086kj9n54j,Pelican Lake,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9n54j,http://www.wikidata.org/entity/Q1546,-1050,350,0,False,p086kj9,p086kj9,Iowa
p086kj9vvr2,early Middle Woodland,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9vvr2,http://www.wikidata.org/entity/Q1546,-200,50,0,False,p086kj9,p086kj9,Iowa
p086kj99pfd,Marion,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj99pfd,http://www.wikidata.org/entity/Q1546,-800,-200,0,False,p086kj9,p086kj9,Iowa
p086kj934tr,late Early Woodland,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj934tr,http://www.wikidata.org/entity/Q1546,-800,-200,0,False,p086kj9,p086kj9,Iowa
p086kj9ntgh,Liverpool,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9ntgh,http://www.wikidata.org/entity/Q1546,-800,-200,0,False,p086kj9,p086kj9,Iowa
p086kj96g7t,Plains Woodland,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj96g7t,http://www.wikidata.org/entity/Q1546,-549,1650,0,False,p086kj9,p086kj9,Iowa
p086kj97dst,Crawford Phase,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj97dst,http://www.wikidata.org/entity/Q1546,-800,-200,0,False,p086kj9,p086kj9,Iowa
p086kj98vrm,Black Sand complex,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj98vrm,http://www.wikidata.org/entity/Q1546,-800,-200,0,False,p086kj9,p086kj9,Iowa
p086kj9ff2p,Spring Hollow; Weaver,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9ff2p,http://www.wikidata.org/entity/Q1546,-500,400,0,False,p086kj9,p086kj9,Iowa
p086kj9jhs3,Middle Woodland,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9jhs3,http://www.wikidata.org/entity/Q1546,-200,400,0,False,p086kj9,p086kj9,Iowa
p086kj9cmbb,Blacksand,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9cmbb,http://www.wikidata.org/entity/Q1546,-800,-200,0,False,p086kj9,p086kj9,Iowa
p086kj964zv,Hopewell,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj964zv,http://www.wikidata.org/entity/Q1546,-200,400,0,False,p086kj9,p086kj9,Iowa
p086kj9crzh,Middle Woodland,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9crzh,http://www.wikidata.org/entity/Q1546,-200,400,0,False,p086kj9,p086kj9,Iowa
p086kj99tsw,Hopewell,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj99tsw,http://www.wikidata.org/entity/Q1546,-100,300,0,False,p086kj9,p086kj9,Iowa
p086kj9gbqd,Black Sand,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9gbqd,http://www.wikidata.org/entity/Q1546,-800,-200,0,False,p086kj9,p086kj9,Iowa
p086kj92p98,Woodland,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj92p98,http://www.wikidata.org/entity/Q1581,-1000,900,0,False,p086kj9,p086kj9,Missouri
p086kj9ztfh,Early Woodland,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9ztfh,http://www.wikidata.org/entity/Q1581,-1000,-500,0,False,p086kj9,p086kj9,Missouri
p086kj9svgt,Middle Woodland,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9svgt,http://www.wikidata.org/entity/Q1581,-500,400,0,False,p086kj9,p086kj9,Missouri
p08m57h5gqb,Dorset,periodo,roman_republic,https://n2t.net/ark:/99152/p08m57h5gqb,http://www.wikidata.org/entity/Q16,-999,1000,0,False,p08m57h,p08m57h,North coast of Canada to Greenland
p086kj9dbcj,Fayette,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9dbcj,http://www.wikidata.org/entity/Q1603,-1000,-200,0,False,p086kj9,p086kj9,Kentucky
p086kj96cdm,"Woodland, indet.",periodo,roman_republic,https://n2t.net/ark:/99152/p086kj96cdm,http://www.wikidata.org/entity/Q1603,-1000,1000,0,False,p086kj9,p086kj9,Kentucky
p086kj9s35b,"Middle-Late Woodland, indet.",periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9s35b,http://www.wikidata.org/entity/Q1603,-1000,1000,0,False,p086kj9,p086kj9,Kentucky
p086kj9sw6g,Adena,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9sw6g,http://www.wikidata.org/entity/Q1603,-200,500,0,False,p086kj9,p086kj9,Kentucky
p086kj9x64w,"Middle Woodland, indet",periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9x64w,http://www.wikidata.org/entity/Q1603,-200,1000,0,False,p086kj9,p086kj9,Kentucky
p086kj9688d,"Early Woodland, indet",periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9688d,http://www.wikidata.org/entity/Q1603,-1000,-200,0,False,p086kj9,p086kj9,Kentucky
p05hrsfhpgk,Japanese monarchy,periodo,roman_republic,https://n2t.net/ark:/99152/p05hrsfhpgk,http://www.wikidata.org/entity/Q17,-659,1188,0,False,p05hrsf,p05hrsf,Japan
p08m57hb3zn,Yayoi Period,periodo,roman_republic,https://n2t.net/ark:/99152/p08m57hb3zn,http://www.wikidata.org/entity/Q17,-199,250,0,False,p08m57h,p08m57h,
p06c6g3hb99,"Republic, 265-30 B.C",periodo,roman_republic,https://n2t.net/ark:/99152/p06c6g3hb99,http://www.wikidata.org/entity/Q17167,-264,-29,0,False,p06c6g3,p06c6g3,Rome
p06c6g3p3g3,"Republic, 510-30 B.C",periodo,roman_republic,https://n2t.net/ark:/99152/p06c6g3p3g3,http://www.wikidata.org/entity/Q17167,-509,-29,0,False,p06c6g3,p06c6g3,Rome
p06c6g36mkq,"Republic, 510-265 B.C",periodo,roman_republic,https://n2t.net/ark:/99152/p06c6g36mkq,http://www.wikidata.org/entity/Q17167,-509,-264,0,False,p06c6g3,p06c6g3,Rome
p086kj9qxjk,Late Gulf Formational,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9qxjk,http://www.wikidata.org/entity/Q173,-500,-100,0,False,p086kj9,p086kj9,Alabama
p086kj94d3d,"Woodland, Undifferentiated",periodo,roman_republic,https://n2t.net/ark:/99152/p086kj94d3d,http://www.wikidata.org/entity/Q173,-1250,950,0,False,p086kj9,p086kj9,Alabama
p086kj9b8xr,Middle Gulf Formational,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9b8xr,http://www.wikidata.org/entity/Q173,-1200,-500,0,False,p086kj9,p086kj9,Alabama
p086kj9mtdk,Middle Woodland,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9mtdk,http://www.wikidata.org/entity/Q173,-50,350,0,False,p086kj9,p086kj9,Alabama
p086kj9bxjq,"Gulf Formational, Undifferentiated",periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9bxjq,http://www.wikidata.org/entity/Q173,-500,-100,0,False,p086kj9,p086kj9,Alabama
p086kj9jkrb,Early Woodland,periodo,roman_republic,https://n2t.net/ark:/99152/p086kj9jkrb,http://www.wikidata.org/entity/Q173,-1250,-50,0,False,p086kj9,p086kj9,Alabama
p06c6g3rjxq,"Social War, 90-88 B.C",periodo,roman_republic,https://n2t.net/ark:/99152/p06c6g3rjxq,http://www.wikidata.org/entity/Q1747689,-89,-87,0,False,p06c6g3,p06c6g3,Rome
p06c6g3tjk7,"Mithridatic Wars, 88-63 B.C",periodo,roman_republic,https://n2t.net/ark:/99152/p06c6g3tjk7,http://www.wikidata.org/entity/Q1747689,-87,-62,0,False,p06c6g3,p06c6g3,Rome
p06c6g364pz,"Civil War, 43-31 B.C",periodo,roman_republic,https://n2t.net/ark:/99152/p06c6g364pz,http://www.wikidata.org/entity/Q1747689,-42,-30,0,False,p06c6g3,p06c6g3,Rome
p06c6g3czth,"First Triumvirate, 60-53 B.C",periodo,roman_republic,https://n2t.net/ark:/99152/p06c6g3czth,http://www.wikidata.org/entity/Q1747689,-59,-52,0,False,p06c6g3,p06c6g3,Rome
p06c6g3dv7w,"Conspiracy of Catiline, 65-62 B.C",periodo,roman_republic,https://n2t.net/ark:/99152/p06c6g3dv7w,http://www.wikidata.org/entity/Q1747689,-64,-61,0,False,p06c6g3,p06c6g3,Rome
p06c6g37k82,"Kings, 753-510 B.C",periodo,roman_republic,https://n2t.net/ark:/99152/p06c6g37k82,http://www.wikidata.org/entity/Q1747689,-752,-509,0,False,p06c6g3,p06c6g3,Rome
p06c6g32k3f,"Revolt of Sertorius, 82-72 B.C",periodo,roman_republic,https://n2t.net/ark:/99152/p06c6g32k3f,http://www.wikidata.org/entity/Q1747689,-81,-71,0,False,p06c6g3,p06c6g3,Rome
p06c6g3bzb5,"Servile Wars, 135-71 B.C",periodo,roman_republic,https://n2t.net/ark:/99152/p06c6g3bzb5,http://www.wikidata.org/entity/Q1747689,-134,-70,0,False,p06c6g3,p06c6g3,Rome
p06c6g3btfz,"Civil War, 49-45 B.C",periodo,roman_republic,https://n2t.net/ark:/99152/p06c6g3btfz,http://www.wikidata.org/entity/Q1747689,-48,-44,0,False,p06c6g3,p06c6g3,Rome
p08m57h65c8,Roman Republican,periodo,roman_republic,https://n2t.net/ark:/99152/p08m57h65c8,http://www.wikidata.org/entity/Q1747689,-509,-26,0,False,p08m57h,p08m57h,
p06vx8jm2rm,Vekerzug,periodo,roman_republic,https://n2t.net/ark:/99152/p06vx8jm2rm,http://www.wikidata.org/entity/Q179588,-649,-499,0,False,p06vx8j,p06vx8j,"Campia Tisei, Crisana"
