place_id,pleiades_id,wikidata_qid,label,place_type,latitude,longitude,bbox,min_date,max_date,description,pleiades_uri,created,modified
plc_39303,39303,Q5832,A(u)xoume,"cultural-landscape, settlement",14.1338504591,38.7212920204,"38.7179007, 14.1301502, 38.7295729, 14.1424809",-30,2100,"Present-day Aksum in Ethiopia. The center of the Aksumite Kingdom, a maritime trading power that flourished from the first to the tenth centuries AD. The city was listed as UNESCO World Heritage Site in 1980.",https://pleiades.stoa.org/places/39303,2018-06-07T21:05:10Z,2024-10-19T20:05:08Z
plc_108722,108722,Q955,Aardenburg,settlement,51.2731115,3.445741,"3.444763, 51.272682, 3.446719, 51.273541",-30,2100,"An ancient place, cited: BAtlas 11 D1 Aardenburg",https://pleiades.stoa.org/places/108722,2009-11-02T15:46:33Z,2024-11-18T17:58:56Z
plc_265763,265763,Q24009362,Ab(ou)la/Al(a)ba,settlement,37.141162,-2.78011,"-2.78011, 37.141162, -2.78011, 37.141162",-30,640,"An ancient place, cited: BAtlas 27 C4 Ab(ou)la/Al(a)ba",https://pleiades.stoa.org/places/265763,2018-06-07T20:37:00Z,2018-06-07T20:37:02Z
plc_462062,462062,Q30031340,Abakainon,"settlement, settlement-modern",38.04958595,15.0994809,"15.097382, 38.047262, 15.1015798, 38.0519099",-330,2100,A city of the Siculi on the northern coast of Sicily.,https://pleiades.stoa.org/places/462062,2025-03-31T20:39:13Z,2025-10-30T00:38:24Z
plc_177427,177427,Q207572,Aballo,settlement,47.492513,3.907961,"3.907961, 47.492513, 3.907961, 47.492513",-330,2100,"An ancient place, cited: BAtlas 18 A2 Aballo",https://pleiades.stoa.org/places/177427,2010-06-23T12:36:57Z,2024-09-09T23:53:35Z
plc_785957,785957,Q728540,Abaton,"tomb, sanctuary",24.041393,32.897895,"32.897895, 24.041393, 32.897895, 24.041393",-750,2100,An ancient site designated as the burial place of Osiris-Serapis.,https://pleiades.stoa.org/places/785957,2009-10-12T10:32:05Z,2024-01-01T03:24:46Z
plc_207801353,207801353,Q2425141,Abbazia di San Vincenzo al Volturno,"church-2, abbey-church",41.648401,14.0827828,"14.0827828, 41.648401, 14.0827828, 41.648401",640,2100,"An historic Benedictine monastery located in the Province of Isernia, near the source of the river Volturno.",https://pleiades.stoa.org/places/207801353,2018-07-22T12:56:26Z,2019-03-01T10:35:55Z
plc_166434540,166434540,Q334276,Abbazia di Sant'Antimo,abbey,42.999630141,11.5157212928,"11.5154478, 42.9994994, 11.5159986, 42.9997609",1700,2100,"The Abbey of Sant'Antimo was a Benedictine monastery located in the comune of Montalcino, Italy, about 9 km from the line of the Via Francigena. The abbey grew around the site of an oratory to Saint Anthimus, whose relics may have been relocated here in the eighth century. The site was formerly occupied by a Roman villa.",https://pleiades.stoa.org/places/166434540,2018-03-14T18:41:38Z,2025-01-12T20:30:09Z
plc_65661952,65661952,Q334051,Abbey of Monte Cassino,"abbey-church, church",41.4910530574,13.8138681008,"13.8126112, 41.4901678, 13.8150445, 41.49162",640,2100,A multi-period hilltop settlement with evidence for ancient terrace construction that now supports an abbey of the Benedictine order.,https://pleiades.stoa.org/places/65661952,2019-05-05T17:56:42Z,2025-07-07T21:13:54Z
plc_265762,265762,Q576408,Abdera,settlement,36.748068,-3.022514,"-3.022514, 36.748068, -3.022514, 36.748068",-750,640,"An ancient place, cited: BAtlas 27 B5 Abdera",https://pleiades.stoa.org/places/265762,2010-09-24T18:59:38Z,2025-02-02T01:52:44Z
plc_501323,501323,Q132527193,Abdera,settlement,40.9328277487,24.9743082598,"24.9712352, 40.9290187, 24.9772003, 40.9355439",-750,300,"Abdera was a coastal city located on Cape Bulustra, near the estuary of the river Nestos.",https://pleiades.stoa.org/places/501323,2025-03-31T19:52:54Z,2025-03-31T20:03:39Z
plc_432618,432618,Q49280477,Abellinum,"settlement, amphitheatre, archaeological-site",40.9223280563,14.8311870834,"14.8300785, 40.9214962, 14.8324013, 40.9233447",-330,640,Abellinum was a settlement of the Hirpini in Campania.,https://pleiades.stoa.org/places/432618,2018-06-08T11:57:33Z,2026-01-20T18:32:57Z
plc_570027,570027,Q16322589,Abia,"castle, settlement, settlement-modern",36.9651912,22.14232335,"22.1421089, 36.964443, 22.1425378, 36.9659394",-330,2099,"An ancient coastal city of Messenia that modern scholars locate in an area known in modern times as Palaiochora, i.e., in the modern village that now takes its name from the ancient one. Ruins of a medieval (Venetian?) castle are generally assumed to have been built on the ancient site.",https://pleiades.stoa.org/places/570027,2024-03-27T18:05:11Z,2024-03-27T20:01:05Z
plc_275577,275577,Q1130287,Abila M.,mountain,35.9,-5.283333,"-5.283333, 35.9, -5.283333, 35.9",-550,2100,A low mountain overlooking the port of Ceuta in North Africa.,https://pleiades.stoa.org/places/275577,2010-09-24T20:01:21Z,2020-01-16T21:28:03Z
plc_187242,187242,Q1346749,Abodiacum,settlement,47.909892,10.909748,"10.909748, 47.909892, 10.909748, 47.909892",-30,2100,"An ancient place, cited: BAtlas 19 C2 Abodiacum",https://pleiades.stoa.org/places/187242,2010-06-23T12:48:12Z,2025-07-17T14:27:59Z
plc_844847,844847,Q282654,Abonouteichos/Ionopolis,settlement,41.9740255,33.7660475,"33.762407, 41.971172, 33.769688, 41.976879",-30,640,A coastal town of Paphlagonia.,https://pleiades.stoa.org/places/844847,2018-06-07T20:40:08Z,2024-05-01T20:23:21Z
plc_893928,893928,Q685344,Aborras/Chaboras (river),river,36.3439495988,40.3871280013,"39.5577659, 35.1257213, 40.88889, 37.5619205",-6200,2099,"An ancient place, cited: BAtlas 91 B2 Aborras/Chaboras fl.",https://pleiades.stoa.org/places/893928,2017-10-27T21:26:55Z,2025-12-03T20:51:20Z
plc_835403513,835403513,Q18399349,Abrau (peninsula),peninsula,44.79,37.53,"37.53, 44.79, 37.53, 44.79",1700,2100,"The northwestern end of the Caucasus Mountains, forming a short peninsula in the northeastern Black Sea.",https://pleiades.stoa.org/places/835403513,2018-08-13T19:36:58Z,2018-08-14T18:20:44Z
plc_344282,344282,Q1544730,Abrotonum/Sabratha,"settlement, archaeological-site",32.8049535043,12.485350228,"12.4785772, 32.8022523, 12.4957617, 32.8081279",-750,640,"The westernmost of the ""three cities"" of Tripolis, Abrotonum/Sabratha was founded ca. 500 B.C. by the Phoenicians. The city was part of the Numidian Kingdom of Massinissa before becoming a Roman city.",https://pleiades.stoa.org/places/344282,2020-06-19T15:58:42Z,2024-12-28T16:11:05Z
plc_786014015,786014015,Q14201163,Abu Ballas,hill,24.4390663466,27.6487878737,"27.6483527, 24.4386362, 27.6492324, 24.4394896",-2950,2100,"A sandstone peak approximately 200 kilometers southwest of the Dakhleh Oasis, containing extensive pottery remains dated from the 3rd millennium BCE through the Roman period. Abu Ballas was likely a way station along a caravan route connecting the Dakhleh Oasis with Gilf Kebir.",https://pleiades.stoa.org/places/786014015,2018-03-05T16:48:37Z,2025-07-09T18:24:27Z
plc_195443086,195443086,Q23956202,Abu Sir,cemetery,29.896115,31.20404,"31.20404, 29.896115, 31.20404, 29.896115",-2670,2100,An Old Kingdom necropolis serving the ancient Egyptian city of Memphis.,https://pleiades.stoa.org/places/195443086,2020-06-22T19:27:13Z,2023-11-19T21:48:38Z
plc_118539,118539,Q1308020,Abusina,fort-2,48.850038191,11.7709674898,"11.7700749, 48.8489875, 11.7720268, 48.8516244",-30,2100,"Abusina was the site of a Roman auxiliary fort along the Danube, some 30 km SW of Regensburg (at the modern village of Eining).",https://pleiades.stoa.org/places/118539,2024-08-18T19:16:13Z,2024-12-15T18:09:50Z
plc_501325,501325,Q336446,Abydos,"settlement, archaeological-site",40.19421564,26.4113127626,"26.4096706, 40.1925751, 26.4127776, 40.1955522",-750,2000,A city of Mysia located on the Hellespont.,https://pleiades.stoa.org/places/501325,2024-04-20T21:11:10Z,2025-03-17T16:57:34Z
plc_756512,756512,Q192268,Abydos/Ebot,"sanctuary, settlement, cemetery",26.185099,31.917622,"31.917622, 26.185099, 31.917622, 26.185099",-4500,1999,Ancient Egyptian city and burial place of its first kings. Primary cult place of the god Osiris.,https://pleiades.stoa.org/places/756512,2018-06-07T23:20:26Z,2025-09-19T10:06:34Z
plc_641191180,641191180,Q21738024,Abū Ẓabī,"settlement, settlement-modern",24.4747961,54.3705762,"54.3705762, 24.4747961, 54.3705762, 24.4747961",1683,2099,A place from the TAVO Index,https://pleiades.stoa.org/places/641191180,2013-09-09T22:58:59Z,2025-09-15T01:55:59Z
plc_265765,265765,Q24011366,Acci/Col. Iulia Gemella,settlement,37.300309,-3.134636,"-3.134636, 37.300309, -3.134636, 37.300309",-330,640,"An ancient place, cited: BAtlas 27 B4 Acci/Col. Iulia Gemella",https://pleiades.stoa.org/places/265765,2025-09-13T10:44:03Z,2025-09-13T11:02:14Z
plc_432621,432621,Q30021924,Acerrae,settlement,40.946092,14.371233,"14.371233, 40.946092, 14.371233, 40.946092",-330,640,"Acerrae was an ancient Oscan city of Campania, perhaps originally named Akeru. The Romans granted it civitas sine suffragio in 332 BC.",https://pleiades.stoa.org/places/432621,2018-06-08T11:40:30Z,2025-02-06T16:28:18Z
plc_570028,570028,Q2001120,Achaea/Achaia (region),region,38.2544102213,21.779336047,"21.3976822, 38.043207, 22.62377, 38.2575322",-750,640,An ancient Greek region on the northern coast of the Peloponnese.,https://pleiades.stoa.org/places/570028,2023-08-29T02:56:01Z,2023-08-29T03:03:35Z
plc_981502,981502,Q2495811,Achaia (province),province-2,38.457139,23.621937,"23.621937, 38.457139, 23.621937, 38.457139",,,"A Roman province of the early empire, comprising the Peloponnese, central Greece, Euboea, most of the Ionian islands, and other adjacent areas.",https://pleiades.stoa.org/places/981502,2019-08-16T15:57:21Z,2024-02-25T15:34:50Z
plc_991372,991372,Q2495811,"Achaia (province, late)",province-2,37.5,22.5,"20.0, 35.0, 25.0, 40.0",,,"A late Roman imperial province, having been diminished in extent during the second century CE and reorganized by Diocletian within the diocese of Moesia.",https://pleiades.stoa.org/places/991372,2026-01-21T19:46:44Z,2026-01-21T19:46:45Z
plc_579842,579842,Q4670000,Acharnai (N),"settlement, deme-attic",38.0834733333,23.7340883333,"23.730129, 38.076473, 23.738803, 38.090614",-550,2100,"Acharnai (N) was the largest deme of ancient Attika, the sole inland deme of the tribe Oineis.",https://pleiades.stoa.org/places/579842,2024-02-24T00:27:51Z,2025-07-07T01:48:02Z
plc_579843,579843,Q4670000,Acharnai (S),deme-attic,38.125,23.625,"23.5, 38.0, 23.75, 38.25",-550,300,"An ancient place, cited: BAtlas 59 B2 Acharnai (S)",https://pleiades.stoa.org/places/579843,2025-09-16T10:18:57Z,2025-09-16T10:27:33Z
plc_530768,530768,Q203923,Achelous (river),river,38.9852195613,21.328544947,"21.1053677, 38.3377989, 21.5096371, 39.6815639",-750,2100,A river of Western Greece. Its floods were noted by Herodotus.,https://pleiades.stoa.org/places/530768,2018-06-07T23:33:34Z,2026-01-18T01:27:35Z
plc_462067,462067,Q34835170,Acium,"settlement, station, cape",37.5756461,15.17314665,"15.17222, 37.5749602, 15.1740733, 37.576332",-30,2100,"An ancient place, cited: BAtlas 47 G3 Acium",https://pleiades.stoa.org/places/462067,2010-11-11T15:06:19Z,2021-12-08T03:40:23Z
plc_462068,462068,Q30028540,Acrae,"settlement, settlement-modern",37.0576867094,14.8924544895,"14.8887567, 37.0550037, 14.8958249, 37.0604705",-750,2100,"Akrai, an ancient city of Sicily, originated as a colony founded by Syracuse in 664 B.C., making it the first of the city's three colonial foundations.",https://pleiades.stoa.org/places/462068,2018-06-07T21:44:40Z,2024-07-04T16:35:05Z
plc_462069,462069,Q30024665,Acrillae,"settlement, settlement-modern",37.0319325,14.7017465,"14.701285, 37.031342, 14.702208, 37.032523",-750,2100,"A Greek colony founded in Sicily ca. 598 B.C., Acrillae was an important economic center. In 213 B.C., the Roman consul M. Claudius Marcellus fought an engagement against the Syracusans there.",https://pleiades.stoa.org/places/462069,2010-11-11T15:06:22Z,2026-02-04T04:12:08Z
plc_638356144,638356144,Q131013,Acropolis of Athens,"acropolis, architecturalcomplex",37.9716470903,23.7264384999,"23.7245211, 37.9710817, 23.7283367, 37.9723279",-750,2100,The acropolis of the ancient city of Athens in Greece.,https://pleiades.stoa.org/places/638356144,2025-03-31T20:09:46Z,2025-03-31T20:30:35Z
plc_530771,530771,Q216551,Actium,"shrine, monument",38.953891,20.765852,"20.765852, 38.953891, 20.765852, 38.953891",-750,300,Site of an ancient temple of Apollo near which Octavian erected a monument to commemorate his naval victory over M. Antonius in 31 BCE.,https://pleiades.stoa.org/places/530771,2023-08-11T22:04:05Z,2024-04-26T02:21:16Z
plc_206874,206874,Q1027263,Acumincum,fort,45.1450548,20.2534441,"20.2534441, 45.1450548, 20.2534441, 45.1450548",-30,640,"Acumincum (modern Stari Slankamen in Serbia) was a settlement of the Scordisci that was later conquered by the Romans. During the Flavian period, the Cohors I Britannica equitata and II Adjutrix were based there.",https://pleiades.stoa.org/places/206874,2022-06-15T18:48:07Z,2026-01-10T20:32:35Z
plc_197062,197062,Q207406,Ad Flexum,fort,47.87441,17.26939,"17.26939, 47.87441, 17.26939, 47.87441",-30,640,"An ancient place, cited: BAtlas 20 E2 Ad Flexum",https://pleiades.stoa.org/places/197062,2009-10-20T13:28:40Z,2015-12-02T04:08:17Z
plc_157799,157799,Q818280,Ad Turrem,station,43.407853,5.923999,"5.923999, 43.407853, 5.923999, 43.407853",-30,2100,"An ancient place, cited: BAtlas 16 A3 Ad Turrem",https://pleiades.stoa.org/places/157799,2010-06-22T18:42:41Z,2024-12-07T16:58:50Z
plc_874298,874298,Q83081,Ad Tygrem/Amida,settlement,37.9122455,40.2334445,"40.23063, 37.910083, 40.236259, 37.914408",-720,2000,Modern Diyarbakir in Turkey.,https://pleiades.stoa.org/places/874298,2025-10-16T12:42:42Z,2025-12-03T22:38:32Z
plc_638733,638733,Q346649,Adada,settlement,37.5785016667,30.983431,"30.976484, 37.570031, 30.989777, 37.587947",-330,640,"An ancient place, cited: BAtlas 65 E2 Adada",https://pleiades.stoa.org/places/638733,2011-01-10T22:53:29Z,2018-09-21T02:25:26Z
plc_648548,648548,Q40549,Adana/Antiochia ad Sarum,"settlement, settlement-modern",36.9949537,35.3325011,"35.3263252, 36.986559, 35.338677, 37.0033484",-1750,2100,"An ancient place, cited: BAtlas 66 G3 Adana/Antiochia ad Sarum",https://pleiades.stoa.org/places/648548,2018-06-07T23:28:55Z,2023-02-12T22:09:43Z
plc_39269,39269,Q131694,Adane/Athenae/Eudaimon Arabia,settlement,12.771651,45.038928,"45.038928, 12.771651, 45.038928, 12.771651",-1200,2000,"An ancient place, cited: BAtlas 4 C3 Adane/Athenae/Eudaimon Arabia",https://pleiades.stoa.org/places/39269,2010-09-22T22:02:50Z,2025-11-30T21:05:21Z
plc_383543,383543,Q63109,Addua (river),river,45.830072968,9.71040841211,"9.2728344, 45.1340851, 10.3597367, 46.5498506",-30,2100,The Adda river is a river in northern Italy and a tributary of the Padus fl. (Po river).,https://pleiades.stoa.org/places/383543,2010-11-15T17:54:24Z,2024-08-13T02:00:29Z
plc_39270,39270,Q270041,Adedou Kome,settlement,14.798024,42.948026,"42.948026, 14.798024, 42.948026, 14.798024",-30,2000,"An ancient place, cited: BAtlas 4 B3 Adedou Kome",https://pleiades.stoa.org/places/39270,2010-09-22T22:02:51Z,2013-09-10T01:42:29Z
plc_893935,893935,Q40169,Adiabene,"region, label",35.5,43.5,"43.0, 35.0, 44.0, 36.0",-330,2100,Adiabene was an ancient kingdom in Assyria situated between the Upper Zab (Lycus) and the Lower Zab (Caprus) rivers. Its capital was at Arbela.,https://pleiades.stoa.org/places/893935,2010-10-05T20:33:43Z,2024-07-07T02:33:40Z
plc_668180,668180,Q2399602,Adonis (river),river,34.0717392889,35.708053545,"35.6421039, 34.0601727, 35.8758136, 34.089319",-30,2100,The Abraham River of Lebanon.,https://pleiades.stoa.org/places/668180,2018-06-08T00:02:21Z,2024-10-23T13:56:52Z
plc_687810,687810,Q2889094,Adora,settlement,31.506582,35.027257,"35.027257, 31.506582, 35.027257, 31.506582",-330,-30,"An ancient place, cited: BAtlas 70 G2 Adora",https://pleiades.stoa.org/places/687810,2009-09-17T12:31:23Z,2020-08-23T14:22:31Z
plc_462074,462074,Q366574,Adranon,"settlement, settlement-modern",37.661966,14.8333672,"14.8333672, 37.661966, 14.8333672, 37.661966",-750,2100,Adranon was a settlement founded ca. 400 B.C. on the western slopes of mount Aetna.,https://pleiades.stoa.org/places/462074,2010-11-11T15:06:29Z,2022-06-06T14:22:49Z
plc_442450,442450,Q33721935,Aecae,settlement,41.361189,15.308894,"15.308894, 41.361189, 15.308894, 41.361189",-750,640,An ancient town of Apulia that in legend was reported to have been founded by Diomedes. In the third century B.C. the Roman general Quintus Fabius Maximus captured the town after the battle of Cannae.,https://pleiades.stoa.org/places/442450,2010-11-11T20:37:56Z,2023-12-03T21:30:06Z
