child_lcsh_id,parent_lcsh_id
sh85018306,sh85065889
sh85018306,sh85078128
sh00000385,sh85023027
sh85130766,sh85083064
sh85130857,sh85043176
sh85130976,sh85146326
sh85131750,sh85043176
sh85131750,sh85065864
sh85131750,sh85131733
sh85132964,sh85118321
sh85133147,sh85118553
sh85133184,sh85043106
sh85133184,sh85118622
sh85133270,sh85029027
sh85133270,sh85066289
sh94009175,sh85042722
sh94009175,sh85098685
sh85034152,sh85040970
sh99001177,sh85005581
sh85134522,sh85099818
sh85039340,sh85034149
sh85134614,sh85100163
sh85134776,sh85014203
sh85136077,sh85085194
sh85136077,sh85130857
sh85136089,sh85054133
sh85136089,sh85104647
sh85136089,sh85120387
sh85136092,sh85076357
sh85028901,sh85040850
sh85136742,sh85136505
sh85136958,sh85074518
sh85136958,sh85136974
sh85137069,sh85026331
sh85137069,sh85043176
sh2002008688,sh85146326
sh85138061,sh85027048
sh85138061,sh85083064
sh85139563,sh85111790
sh85141310,sh85040850
sh85026282,sh85074348
sh85026282,sh85102696
sh85141451,sh85083064
sh85141939,sh85001441
sh85141939,sh85072732
sh85141939,sh85084286
sh85141939,sh85108459
sh87003044,sh85006232
sh85143046,sh85083064
sh85143544,sh85129122
sh85143555,sh85143613
sh85143799,sh85084783
sh93005976,sh85045198
sh85007461,sh85008324
sh85143917,sh85029027
sh85144017,sh85052162
sh85144279,sh85113021
sh2005004309,sh85063458
sh85145748,sh93001294
sh98004795,sh96009904
sh96008680,sh95000713
sh85146011,sh85084098
sh85146012,sh85050766
sh85146012,sh85080664
sh85146012,sh85084093
sh85146012,sh85119312
sh85146325,sh85090284
sh85146326,sh85040752
sh85146731,sh85031255
sh85146731,sh85090284
sh96005596,sh85090254
sh96005596,sh85149996
sh92006740,sh85133301
sh90004091,sh85080623
sh85148201,sh85061212
sh85005230,sh85006509
sh85005230,sh85015539
sh85149983,sh85014203
sh85149983,sh85090222
